childID,firstName,lastName,nice
1,Domhnall,Irving,TRUE
2,Micheal,Stewart,TRUE
3,Stewart,MacLean,TRUE
4,Alanna,Thomson,TRUE
5,Ciara,MacLeod,TRUE
6,Wendy,MacKinnon,TRUE
7,James,MacArthur,TRUE
8,Angus,Galbraith,TRUE
9,Alexander,MacLean,FALSE
10,Miyah,Blake,TRUE
11,Domhnall,Stewart,TRUE
12,Donald,Docherty,TRUE
13,Alan,MacKinnon,TRUE
14,Liam,MacNeil,TRUE
15,Anthony,Grant,TRUE
16,Shelly,MacDonald,TRUE
17,Alanna,Grant,TRUE
18,Ruairidh,MacDougall,TRUE
19,Seumas,MacArthur,TRUE
20,Calum,Galbraith,TRUE
21,Shelly,Docherty,TRUE
22,Ciara,Robertson,TRUE
23,Donald,Blake,TRUE
24,Andrew,Young,TRUE
25,Andrew,Campbell,TRUE
26,James,Walker,TRUE
27,Findlay,Ferguson,TRUE
28,Miyah,MacKinnon,TRUE
29,Wendy,Simpson,TRUE
30,Ruairidh,Stewart,TRUE
31,Roderick,Robertson,TRUE
32,Ryan,Smyth,TRUE
33,Alan,Davidson,TRUE
34,Domhnall,MacIain,TRUE
35,Anthony,MacDougall,TRUE
36,Roderick,Irving,TRUE
37,Kieran,Henderson,TRUE
38,Anthony,MacDonald,TRUE
39,Simon,Thomson,TRUE
40,Ciara,MacIain,TRUE
41,Robbie,Wilson,TRUE
42,Ruairidh,MacLeod,TRUE
43,Ryan,Campbell,TRUE
44,James,Irving,TRUE
45,Ciara,Young,TRUE
46,Findlay,Stewart,TRUE
47,Micheal,Thomson,TRUE
48,Liam,Paterson,FALSE
49,Wendy,Wilson,TRUE
50,Kieran,Paterson,TRUE
51,Ruairidh,Campbell,TRUE
52,Micheal,Young,TRUE
53,Shelly,Simpson,TRUE
54,John,Irving,TRUE
55,Liam,Davidson,TRUE
56,Seumas,Clark,TRUE
57,Lincoln,Blackie,FALSE
58,Roderick,Campbell,TRUE
59,John,MacDougall,TRUE
60,Miyah,Robertson,TRUE
61,Andrew,Campbell,TRUE
62,Shelly,Johnson,TRUE
63,Anthony,Friend,TRUE
64,Andrew,Blackie,TRUE
65,Calum,Ferguson,TRUE
66,Shelly,MacNeil,TRUE
67,Ciara,Thomson,TRUE
68,Ciara,MacKinnon,TRUE
69,Callum,Young,TRUE
70,Vincent,Thomson,TRUE
71,Erin,Smiley,TRUE
72,Callum,MacLean,TRUE
73,Domhnall,Brown,TRUE
74,Ryan,Young,TRUE
75,Callum,MacIain,TRUE
76,Seumas,McGuire,FALSE
77,Dominic,Smiley,TRUE
78,Domhnall,MacLean,TRUE
79,Anthony,MacIain,TRUE
80,Micheal,Small,TRUE
81,Robbie,Campbell,FALSE
82,Stewart,Clark,TRUE
