childID,firstName,lastName,nice
1,Miyah,Stewart,TRUE
2,Ava,Davidson,TRUE
3,Kieran,Blake,TRUE
4,Findlay,Simpson,TRUE
5,Darren,Johnson,TRUE
6,John,Smyth,TRUE
7,India,Smiley,TRUE
8,India,MacKinnon,TRUE
9,Alexander,Blackie,TRUE
10,Niamh,Thomson,TRUE
11,Julia,MacLean,TRUE
12,Domhnall,MacLeod,TRUE
13,Simon,MacKinnon,TRUE
14,Julia,Docherty,TRUE
15,Mairi,Smyth,TRUE
16,Samuel,Monk,FALSE
17,John,Clark,TRUE
18,Anthony,MacIain,TRUE
19,Lewis,Thomson,TRUE
20,Roderick,Daly,TRUE
21,Rachel,McGuire,TRUE
22,Owen,Johnson,TRUE
23,Seonaidh,MacLeod,TRUE
24,India,MacKinnon,TRUE
25,Angus,MacKinnon,FALSE
26,Alanna,Campbell,TRUE
27,Seumas,Nicholson,TRUE
28,Calum,Smiley,TRUE
29,Darren,Docherty,TRUE
30,Seonaidh,MacDonald,TRUE
31,Craig,Smyth,TRUE
32,Rowan,McIntyre,TRUE
33,Thomas,Small,TRUE
34,Vincent,Docherty,TRUE
35,India,MacIain,TRUE
36,Mason,Smith,TRUE
37,Sophie,Millar,TRUE
38,India,Docherty,TRUE
39,Calum,MacKinnon,TRUE
40,Aimee,MacLeod,TRUE
41,Kieran,Blake,TRUE
42,Callum,Boyd,TRUE
43,Lewis,Walker,FALSE
44,Wendy,McGuire,TRUE
45,India,McIntyre,TRUE
46,Andrew,MacDonald,TRUE
47,Kieran,MacDonald,TRUE
48,Donald,Simpson,TRUE
49,Angus,Ferguson,TRUE
50,Jamie,Thomson,TRUE
51,Ciara,Young,TRUE
52,James,Jones,TRUE
53,Liam,Paterson,FALSE
54,Dominic,Campbell,TRUE
55,Alanna,Smiley,TRUE
56,Domhnall,Irving,TRUE
57,Seonaidh,Small,TRUE
58,Ruairidh,Johnson,TRUE
59,Findlay,Boyd,TRUE
60,Findlay,Jones,TRUE
61,Julia,Smiley,TRUE
62,Ian,Mitchell,TRUE
63,Ruairidh,MacLean,TRUE
64,Seonaidh,Jones,TRUE
65,Iain,MacLeod,TRUE
66,Kieran,MacNeil,TRUE
67,Simon,MacLeod,TRUE
68,Ava,Davidson,TRUE
69,Rowan,Docherty,TRUE
70,Andrew,Galbraith,TRUE
71,Dominic,Galbraith,TRUE
72,Ryan,Nicholson,TRUE
73,Thomas,Smith,TRUE
74,Craig,MacNeil,FALSE
75,India,Paterson,TRUE
76,Shelly,Boyd,TRUE
77,Micheal,MacIain,TRUE
78,Ethan,Small,TRUE
79,Stewart,Young,TRUE
80,Caitlin,Grant,TRUE
81,Callum,Galbraith,TRUE
82,Micheal,Friend,TRUE
83,Mason,MacDougall,TRUE
84,Ian,Small,TRUE
85,Caralisa,Brown,TRUE
86,Wendy,Thomson,TRUE
87,Robbie,Docherty,TRUE
88,Vincent,Brown,TRUE
89,Callum,MacLeod,TRUE
90,Micheal,Paterson,TRUE
91,Vincent,MacDougall,TRUE
92,Findlay,Wilson,TRUE
93,Alanna,Robertson,TRUE
94,Lincoln,Ferguson,TRUE
95,Darren,Campbell,TRUE
96,Roderick,Kearney,TRUE
97,Stewart,Galbraith,TRUE
98,Dominic,Robertson,TRUE
99,Lacey,Millar,TRUE
100,Dominic,MacIain,TRUE
101,Donald,Nicholson,TRUE
102,Donald,Irving,TRUE
103,Seumas,Simpson,TRUE
104,Alexander,Smiley,TRUE
105,Aonghas,Kearney,TRUE
106,Liam,McGuire,TRUE
107,Mason,MacArthur,TRUE
108,Maddison,MacArthur,TRUE
109,Julia,MacLean,TRUE
110,Ross,McGuire,TRUE
111,Jamie,MacDougall,TRUE
112,Micheal,Young,TRUE
113,Ryan,Millar,TRUE
114,Ryan,MacLean,TRUE
115,Erin,Robertson,TRUE
116,Caitlin,Boyd,TRUE
117,Ryan,Small,TRUE
118,Mason,McGuire,TRUE
119,Niamh,Wilson,TRUE
120,Ian,Friend,FALSE
121,Andrew,Campbell,TRUE
122,Oliver,Kearney,TRUE
123,Oliver,Brown,TRUE
124,Domhnall,MacNeil,TRUE
125,John,Henderson,TRUE
126,Shelly,Galbraith,TRUE
127,Ian,McGuire,TRUE
128,Wendy,Docherty,TRUE
129,Ruairidh,MacArthur,TRUE
130,Innes,Blackie,TRUE
131,Julia,Irving,TRUE
132,Patrick,MacLean,FALSE
133,Angus,Daly,TRUE
134,Alanna,Small,TRUE
135,Lincoln,Johnson,TRUE
136,Simon,Monk,TRUE
137,Robbie,Campbell,FALSE
138,Domhnall,Blackie,TRUE
139,Michael,MacArthur,FALSE
140,Miyah,Robertson,TRUE
141,Aonghas,Wilson,TRUE
142,Callum,MacDonald,TRUE
143,Mason,Smiley,TRUE
144,Niamh,Clark,TRUE
145,Iain,Blackie,TRUE
146,Angus,Nicholson,TRUE
147,Seumas,McGuire,FALSE
148,Dominic,Walker,TRUE
149,Scott,Campbell,FALSE
150,Caralisa,Stewart,TRUE
151,Sam,MacArthur,TRUE
152,Angus,Kearney,TRUE
153,Ross,MacNeil,TRUE
154,Craig,Davidson,TRUE
155,Lincoln,Blackie,FALSE
156,John,Clark,TRUE
157,James,Davidson,TRUE
158,Mairi,MacDougall,TRUE
159,Mairi,MacLean,TRUE
160,Ruairidh,MacLeod,TRUE
161,Ian,Smith,TRUE
162,Iain,MacNeil,TRUE
163,Thomas,Small,TRUE
164,Rowan,Campbell,TRUE
165,Lincoln,MacIain,TRUE
166,Alanna,Friend,TRUE
167,Ross,Small,TRUE
168,Ethan,Henderson,TRUE
169,Alexander,MacLean,FALSE
170,Alan,Henderson,TRUE
171,Alan,Friend,TRUE
172,Shelly,MacDonald,TRUE
173,Darren,Kearney,TRUE
174,Shelly,Stewart,TRUE
175,Sophie,Small,TRUE
176,Thomas,Wilson,TRUE
177,Iain,MacLean,TRUE
178,Vincent,Kearney,TRUE
179,Domhnall,Robertson,TRUE
180,John,Smith,TRUE
181,Erin,Daly,TRUE
182,Callum,Campbell,TRUE
183,Aimee,Jones,TRUE
184,Maddison,Daly,TRUE
185,Iain,Paterson,TRUE
186,Caitlin,Millar,TRUE
187,Robbie,Walker,TRUE
188,Rowan,Smith,TRUE
189,Andrew,MacLean,TRUE
190,Liam,Blackie,TRUE
191,John,Blake,TRUE
192,Domhnall,Johnson,TRUE
193,James,MacIain,TRUE
194,Innes,Paterson,TRUE
195,Lewis,Irving,FALSE
196,Caralisa,MacLeod,TRUE
197,Donald,Wilson,TRUE
198,Calum,Smyth,TRUE
199,Shelly,Paterson,TRUE
200,Rowan,McGuire,TRUE
