childID,firstName,lastName,nice
1,Donald,Blake,TRUE
2,Stewart,Wilson,TRUE
3,Liam,Thomson,TRUE
4,Ryan,MacDougall,TRUE
5,Ava,Smyth,TRUE
6,Sophie,Smiley,TRUE
7,Angus,MacKinnon,FALSE
8,Micheal,Young,TRUE
9,Robbie,Robertson,TRUE
10,Simon,Wilson,TRUE
11,Andrew,MacIain,TRUE
12,Patrick,MacNeil,TRUE
13,India,Galbraith,TRUE
14,Miyah,Mitchell,TRUE
15,Angus,MacLean,TRUE
16,Alexander,MacLean,FALSE
17,Lewis,MacIain,TRUE
18,Sam,Smiley,TRUE
19,Seumas,Blake,TRUE
20,Findlay,Walker,TRUE
21,Sam,Henderson,TRUE
22,Seumas,McGuire,FALSE
23,Ciara,Brown,TRUE
24,Owen,Robertson,TRUE
25,Wendy,Smyth,TRUE
26,Alanna,Thomson,TRUE
27,James,MacArthur,TRUE
28,Caralisa,Monk,TRUE
29,Oliver,Nicholson,TRUE
30,Andrew,MacNeil,TRUE
31,Julia,Blackie,TRUE
32,Domhnall,McGuire,TRUE
33,India,Monk,TRUE
34,James,Kearney,TRUE
35,Miyah,Jones,TRUE
36,Calum,MacKinnon,TRUE
37,Sam,Blackie,TRUE
38,Alexander,Robertson,TRUE
39,Caitlin,MacDonald,TRUE
40,Roderick,MacLeod,TRUE
41,Callum,Ferguson,TRUE
42,Lincoln,MacLeod,TRUE
43,Caralisa,Monk,TRUE
44,Innes,Kearney,TRUE
45,Niamh,MacDonald,TRUE
46,Erin,Thomson,TRUE
47,Rowan,Jones,TRUE
48,Mason,Robertson,TRUE
49,Caralisa,Ferguson,TRUE
50,Samuel,Monk,FALSE
51,Lincoln,Blackie,FALSE
52,Iain,Daly,TRUE
53,Julia,Boyd,TRUE
54,Seonaidh,Henderson,TRUE
55,Wendy,Ferguson,TRUE
56,Innes,Davidson,TRUE
57,Rowan,Smyth,TRUE
58,Ciara,Johnson,TRUE
59,Aimee,McGuire,TRUE
60,Aonghas,MacKinnon,TRUE
61,Julia,Mitchell,TRUE
62,Niamh,Galbraith,TRUE
63,Findlay,MacNeil,TRUE
64,Findlay,Paterson,TRUE
65,Dominic,Friend,TRUE
66,John,Brown,TRUE
67,Sophie,Ferguson,TRUE
68,Aimee,Clark,TRUE
69,Vincent,McIntyre,TRUE
70,Darren,Blake,TRUE
71,Alexander,Campbell,TRUE
72,Patrick,Simpson,TRUE
73,Craig,MacNeil,FALSE
74,Maddison,Kearney,TRUE
75,Liam,Paterson,FALSE
76,Aonghas,Jones,TRUE
77,Thomas,Henderson,TRUE
78,Wendy,MacIsaac,TRUE
79,Jamie,MacDougall,TRUE
80,James,Daly,TRUE
81,Iain,Monk,TRUE
82,Vincent,MacDougall,TRUE
83,Ian,Friend,FALSE
84,Mason,Robertson,TRUE
85,Aonghas,Blackie,TRUE
86,Seonaidh,Robertson,TRUE
87,Micheal,Davidson,TRUE
88,Aonghas,Blake,TRUE
89,Caralisa,Daly,TRUE
90,Roderick,Henderson,TRUE
91,Miyah,McGuire,TRUE
92,Mairi,Stewart,TRUE
93,Donald,Smiley,TRUE
94,Calum,Grant,TRUE
95,Owen,Irving,TRUE
96,Ethan,McGuire,TRUE
97,Lincoln,Blake,TRUE
98,Lincoln,Mitchell,TRUE
99,Ciara,Young,TRUE
100,Ross,Millar,TRUE
101,Sophie,Robertson,TRUE
102,Ruairidh,MacNeil,TRUE
103,Alan,McGuire,TRUE
104,Lewis,Henderson,TRUE
105,Seonaidh,Johnson,TRUE
106,Innes,Kearney,TRUE
107,Innes,MacDougall,TRUE
108,Ethan,Nicholson,TRUE
109,Angus,Walker,TRUE
110,Alan,Friend,TRUE
111,Craig,Blake,TRUE
112,Dominic,Monk,TRUE
113,Mairi,Blake,TRUE
114,Julia,Mitchell,TRUE
115,Lacey,McGuire,TRUE
116,Dominic,Daly,TRUE
117,Niamh,Friend,TRUE
118,Seonaidh,Brown,TRUE
119,Julia,Galbraith,TRUE
120,Alexander,McIntyre,TRUE
121,Ryan,Walker,TRUE
122,Thomas,Galbraith,TRUE
123,Julia,Jones,TRUE
124,John,Smith,TRUE
125,Lincoln,MacDougall,TRUE
126,Owen,Mitchell,TRUE
127,Ian,Galbraith,TRUE
128,Niamh,Millar,TRUE
129,Ciara,Campbell,TRUE
130,Andrew,MacNeil,TRUE
131,Lewis,Galbraith,TRUE
132,Findlay,Davidson,TRUE
133,Iain,Blackie,TRUE
134,Findlay,Henderson,TRUE
135,Dominic,MacIain,TRUE
136,Sophie,Docherty,TRUE
137,Vincent,Grant,TRUE
138,Craig,Stewart,TRUE
139,Iain,Simpson,TRUE
140,Vincent,Campbell,TRUE
141,Sam,Millar,TRUE
142,Lewis,Irving,FALSE
143,Shelly,Blackie,TRUE
144,Lacey,Henderson,TRUE
145,Ian,McIntyre,TRUE
146,Julia,Daly,TRUE
147,Shelly,Blake,TRUE
148,Rachel,Simpson,TRUE
149,Robbie,MacIain,TRUE
150,Aimee,Docherty,TRUE
151,Erin,Ferguson,TRUE
152,Julia,Walker,TRUE
153,Donald,MacNeil,TRUE
154,Seonaidh,Boyd,TRUE
155,Patrick,MacLeod,TRUE
156,Miyah,MacIain,TRUE
157,Darren,MacLean,TRUE
158,Rowan,Blake,TRUE
159,Patrick,MacLean,FALSE
160,Aimee,MacIsaac,TRUE
161,Anthony,Galbraith,TRUE
162,Lincoln,Brown,TRUE
163,Lincoln,MacIain,TRUE
164,Dominic,Blake,TRUE
165,Darren,Nicholson,TRUE
166,Calum,Friend,TRUE
167,Scott,Campbell,FALSE
168,Iain,Henderson,TRUE
169,Caitlin,Small,TRUE
170,Jamie,Small,TRUE
171,Alexander,Brown,TRUE
172,Robbie,Campbell,FALSE
173,Anthony,Walker,TRUE
174,Findlay,MacLean,TRUE
175,Caitlin,Galbraith,TRUE
176,Vincent,Clark,TRUE
177,Ciara,Brown,TRUE
178,Anthony,Walker,TRUE
179,Michael,MacArthur,FALSE
180,Ethan,Boyd,TRUE
181,Owen,Irving,TRUE
182,Lincoln,Docherty,TRUE
183,Roderick,Henderson,TRUE
184,Robbie,Wilson,TRUE
185,Shelly,Irving,TRUE
186,Ciara,Millar,TRUE
187,Calum,Smith,TRUE
188,Kieran,Wilson,TRUE
189,Niamh,MacArthur,TRUE
190,Aimee,Docherty,TRUE
191,Andrew,Blackie,TRUE
192,Lewis,Walker,FALSE
193,Findlay,MacNeil,TRUE
194,Caitlin,Kearney,TRUE
